Common Names,Assessment Category,Species ID,Scientific Name,Class,Population Trend,Native,Possibly Extinct,Regionally Extinct,Reintroduced,Introduced,Vagrant,Present origin uncertain
"Blyth's River Frog, Giant Asian River Frog, Giant Frog ",NT,58329,Limnonectes blythii,AMPHIBIA,decreasing,"Indonesia: -0.78927 113.92133, Laos: 19.85627 102.49550, Malaysia: 4.21048 101.97577, Burma: 21.91397 95.95622, Singapore: 1.35208 103.81984, Thailand: 15.87003 100.99254, Vietnam: 14.05832 108.27720 ",,,,,,
,NT,58340,Limnonectes ibanorum,AMPHIBIA,decreasing,"Brunei Darussalam: 4.53528 114.72767, Indonesia: -0.78927 113.92133, Malaysia: 4.21048 101.97577 ",,,,,,
,NT,58341,Limnonectes ingeri,AMPHIBIA,decreasing,"Brunei Darussalam: 4.53528 114.72767, Indonesia: -0.78927 113.92133, Malaysia: 4.21048 101.97577 ",,,,,,
Luzon Fanged Frog ,NT,58350,Limnonectes macrocephalus,AMPHIBIA,decreasing,Philippines: 12.87972 121.77402 ,,,,,,
"Giant Philippine Frog, Large Swamp Frog, Mindanao Fanged Frog ",NT,58353,Limnonectes magnus,AMPHIBIA,decreasing,"Indonesia: -0.78927 113.92133, Philippines: 12.87972 121.77402 ",,,,,,
"Malesian Frog, Peat Swamp Frog ",NT,58354,Limnonectes malesianus,AMPHIBIA,decreasing,"Indonesia: -0.78927 113.92133, Malaysia: 4.21048 101.97577, Singapore: 1.35208 103.81984, Thailand: 15.87003 100.99254 ",,,,,,
Black-tailed Godwit ,NT,106003003,Limosa limosa,AVES,decreasing,"Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Australia: -25.27440 133.77514, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bahrain: 26.06670 50.55770, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bosnia and Herzegovina: 43.91589 17.67908, Botswana: -22.32847 24.68487, Brunei Darussalam: 4.53528 114.72767, Bulgaria: 42.73388 25.48583, Burkina Faso: 12.23833 -1.56159, Burundi: -3.37306 29.91889, Cambodia: 12.56568 104.99096, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Democratic Republic of the Congo: -4.03833 21.75866, Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Australia: -25.27440 133.77514, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bahrain: 26.06670 50.55770, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bosnia and Herzegovina: 43.91589 17.67908, Botswana: -22.32847 24.68487, Brunei Darussalam: 4.53528 114.72767, Bulgaria: 42.73388 25.48583, Burkina Faso: 12.23833 -1.56159, Burundi: -3.37306 29.91889, Cambodia: 12.56568 104.99096, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Democratic Republic of the Congo: -4.03833 21.75866, Name not unicode cant write Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Djibouti: 11.82514 42.59027, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Estonia: 58.59527 25.01361, Ethiopia: 9.14500 40.48967, Faroe Islands: 61.89263 -6.91181, Finland: 61.92411 25.74815, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Australia: -25.27440 133.77514, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bahrain: 26.06670 50.55770, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bosnia and Herzegovina: 43.91589 17.67908, Botswana: -22.32847 24.68487, Brunei Darussalam: 4.53528 114.72767, Bulgaria: 42.73388 25.48583, Burkina Faso: 12.23833 -1.56159, Burundi: -3.37306 29.91889, Cambodia: 12.56568 104.99096, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Democratic Republic of the Congo: -4.03833 21.75866, Name not unicode cant write Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Djibouti: 11.82514 42.59027, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Estonia: 58.59527 25.01361, Ethiopia: 9.14500 40.48967, Faroe Islands: 61.89263 -6.91181, Finland: 61.92411 25.74815, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Too many markers for Georgia Germany: 51.16569 10.45153, Ghana: 7.94653 -1.02319, Too many markers for Gibraltar Greece: 39.07421 21.82431, Guam: 13.44430 144.79373, Guinea: 9.94559 -9.69665, Guinea-Bissau: 11.80375 -15.18041, Hong Kong: 22.39643 114.10950, Hungary: 47.16249 19.50330, Iceland: 64.96305 -19.02084, India: 20.59368 78.96288, Indonesia: -0.78927 113.92133, Iran: 32.42791 53.68805, Iraq: 33.22319 43.67929, Ireland: 53.41291 -8.24389, Israel: 31.04605 34.85161, Italy: 41.87194 12.56738, Japan: 36.20482 138.25292, Jordan: 30.58516 36.23841, Kazakhstan: 48.01957 66.92368, Kenya: -0.02356 37.90619, Kiribati: 1.86686 -157.35992, North Korea: 40.33985 127.51009, South Korea: 35.90776 127.76692, Kuwait: 29.31166 47.48177, Kyrgyzstan: 41.20438 74.76610, Latvia: 56.87964 24.60319, Too many markers for Lebanon Liberia: 6.42805 -9.42950, Libya: 26.33510 17.22833, Liechtenstein: 47.16600 9.55537, Lithuania: 55.16944 23.88127, Luxembourg: 49.81527 6.12958, Macedonia (FYROM): 41.60863 21.74527, Malaysia: 4.21048 101.97577, Mali: 17.57069 -3.99617, Malta: 35.93750 14.37542, Marshall Islands: 7.13147 171.18448, Mauritania: 21.00789 -10.94083, Micronesia: 6.88746 158.21507, Moldova: 47.41163 28.36989, Mongolia: 46.86250 103.84666, Montenegro: 42.70868 19.37439, Morocco: 31.79170 -7.09262, Mozambique: -18.66569 35.52956, Burma: 21.91397 95.95622, Nepal: 28.39486 84.12401, The Netherlands: 52.13263 5.29127, New Caledonia: -20.90431 165.61804, Niger: 17.60779 8.08167, Nigeria: 9.08200 8.67528, Northern Mariana Islands: 15.09790 145.67390, Norway: 60.47202 8.46895, Oman: 21.51258 55.92325, Pakistan: 30.37532 69.34512, Palau: 7.51498 134.58252, West Bank: 31.94657 35.30272, Papua New Guinea: -6.31499 143.95555, Philippines: 12.87972 121.77402, Poland: 51.91944 19.14514, Portugal: 39.39987 -8.22445, Qatar: 25.35483 51.18388, Romania: 45.94316 24.96676, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Rwanda: -1.94028 29.87389, Saudi Arabia: 23.88594 45.07916, Senegal: 14.49740 -14.45236, Serbia: 44.01652 21.00586, Sierra Leone: 8.46055 -11.77989, Singapore: 1.35208 103.81984, Slovakia: 48.66903 19.69902, Slovenia: 46.15124 14.99546, Solomon Islands: -9.64571 160.15619, Somalia: 5.15215 46.19962, South Sudan: 7.96309 30.15893, Spain: 40.46367 -3.74922, Sri Lanka: 7.87305 80.77180, Sudan: 12.86281 30.21764, Sweden: 60.12816 18.64350, Switzerland: 46.81819 8.22751, Syria: 34.80208 38.99681, Taiwan: 23.69781 120.96052, Tajikistan: 38.86103 71.27609, Tanzania: -6.36903 34.88882, Thailand: 15.87003 100.99254, Timor-Leste: -8.87422 125.72754, Togo: 8.61954 0.82478, Tunisia: 33.88692 9.53750, Turkey: 38.96375 35.24332, Turkmenistan: 38.96972 59.55628, Uganda: 1.37333 32.29028, Ukraine: 48.37943 31.16558, United Arab Emirates: 23.42408 53.84782, United Kingdom: 55.37805 -3.43597, Uzbekistan: 41.37749 64.58526, Vanuatu: -15.37671 166.95916, Vietnam: 14.05832 108.27720, Western Sahara: 24.21553 -12.88583, Yemen: 15.55273 48.51639, Zambia: -13.13390 27.84933 ;; Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Djibouti: 11.82514 42.59027, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Estonia: 58.59527 25.01361, Ethiopia: 9.14500 40.48967, Faroe Islands: 61.89263 -6.91181, Finland: 61.92411 25.74815, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Australia: -25.27440 133.77514, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bahrain: 26.06670 50.55770, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bosnia and Herzegovina: 43.91589 17.67908, Botswana: -22.32847 24.68487, Brunei Darussalam: 4.53528 114.72767, Bulgaria: 42.73388 25.48583, Burkina Faso: 12.23833 -1.56159, Burundi: -3.37306 29.91889, Cambodia: 12.56568 104.99096, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Democratic Republic of the Congo: -4.03833 21.75866, Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Australia: -25.27440 133.77514, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bahrain: 26.06670 50.55770, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bosnia and Herzegovina: 43.91589 17.67908, Botswana: -22.32847 24.68487, Brunei Darussalam: 4.53528 114.72767, Bulgaria: 42.73388 25.48583, Burkina Faso: 12.23833 -1.56159, Burundi: -3.37306 29.91889, Cambodia: 12.56568 104.99096, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Democratic Republic of the Congo: -4.03833 21.75866, Name not unicode cant write Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Djibouti: 11.82514 42.59027, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Estonia: 58.59527 25.01361, Ethiopia: 9.14500 40.48967, Faroe Islands: 61.89263 -6.91181, Finland: 61.92411 25.74815, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Australia: -25.27440 133.77514, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bahrain: 26.06670 50.55770, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bosnia and Herzegovina: 43.91589 17.67908, Botswana: -22.32847 24.68487, Brunei Darussalam: 4.53528 114.72767, Bulgaria: 42.73388 25.48583, Burkina Faso: 12.23833 -1.56159, Burundi: -3.37306 29.91889, Cambodia: 12.56568 104.99096, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Democratic Republic of the Congo: -4.03833 21.75866, Name not unicode cant write Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Djibouti: 11.82514 42.59027, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Estonia: 58.59527 25.01361, Ethiopia: 9.14500 40.48967, Faroe Islands: 61.89263 -6.91181, Finland: 61.92411 25.74815, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Too many markers for Georgia Germany: 51.16569 10.45153, Ghana: 7.94653 -1.02319, Too many markers for Gibraltar Greece: 39.07421 21.82431, Guam: 13.44430 144.79373, Guinea: 9.94559 -9.69665, Guinea-Bissau: 11.80375 -15.18041, Hong Kong: 22.39643 114.10950, Hungary: 47.16249 19.50330, Iceland: 64.96305 -19.02084, India: 20.59368 78.96288, Indonesia: -0.78927 113.92133, Iran: 32.42791 53.68805, Iraq: 33.22319 43.67929, Ireland: 53.41291 -8.24389, Israel: 31.04605 34.85161, Italy: 41.87194 12.56738, Japan: 36.20482 138.25292, Jordan: 30.58516 36.23841, Kazakhstan: 48.01957 66.92368, Kenya: -0.02356 37.90619, Kiribati: 1.86686 -157.35992, North Korea: 40.33985 127.51009, South Korea: 35.90776 127.76692, Kuwait: 29.31166 47.48177, Kyrgyzstan: 41.20438 74.76610, Latvia: 56.87964 24.60319, Too many markers for Lebanon Liberia: 6.42805 -9.42950, Libya: 26.33510 17.22833, Liechtenstein: 47.16600 9.55537, Lithuania: 55.16944 23.88127, Luxembourg: 49.81527 6.12958, Macedonia (FYROM): 41.60863 21.74527, Malaysia: 4.21048 101.97577, Mali: 17.57069 -3.99617, Malta: 35.93750 14.37542, Marshall Islands: 7.13147 171.18448, Mauritania: 21.00789 -10.94083, Micronesia: 6.88746 158.21507, Moldova: 47.41163 28.36989, Mongolia: 46.86250 103.84666, Montenegro: 42.70868 19.37439, Morocco: 31.79170 -7.09262, Mozambique: -18.66569 35.52956, Burma: 21.91397 95.95622, Nepal: 28.39486 84.12401, The Netherlands: 52.13263 5.29127, New Caledonia: -20.90431 165.61804, Niger: 17.60779 8.08167, Nigeria: 9.08200 8.67528, Northern Mariana Islands: 15.09790 145.67390, Norway: 60.47202 8.46895, Oman: 21.51258 55.92325, Pakistan: 30.37532 69.34512, Palau: 7.51498 134.58252, West Bank: 31.94657 35.30272, Papua New Guinea: -6.31499 143.95555, Philippines: 12.87972 121.77402, Poland: 51.91944 19.14514, Portugal: 39.39987 -8.22445, Qatar: 25.35483 51.18388, Romania: 45.94316 24.96676, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Rwanda: -1.94028 29.87389, Saudi Arabia: 23.88594 45.07916, Senegal: 14.49740 -14.45236, Serbia: 44.01652 21.00586, Sierra Leone: 8.46055 -11.77989, Singapore: 1.35208 103.81984, Slovakia: 48.66903 19.69902, Slovenia: 46.15124 14.99546, Solomon Islands: -9.64571 160.15619, Somalia: 5.15215 46.19962, South Sudan: 7.96309 30.15893, Spain: 40.46367 -3.74922, Sri Lanka: 7.87305 80.77180, Sudan: 12.86281 30.21764, Sweden: 60.12816 18.64350, Switzerland: 46.81819 8.22751, Syria: 34.80208 38.99681, Taiwan: 23.69781 120.96052, Tajikistan: 38.86103 71.27609, Tanzania: -6.36903 34.88882, Thailand: 15.87003 100.99254, Timor-Leste: -8.87422 125.72754, Togo: 8.61954 0.82478, Tunisia: 33.88692 9.53750, Turkey: 38.96375 35.24332, Turkmenistan: 38.96972 59.55628, Uganda: 1.37333 32.29028, Ukraine: 48.37943 31.16558, United Arab Emirates: 23.42408 53.84782, United Kingdom: 55.37805 -3.43597, Uzbekistan: 41.37749 64.58526, Vanuatu: -15.37671 166.95916, Vietnam: 14.05832 108.27720, Western Sahara: 24.21553 -12.88583, Yemen: 15.55273 48.51639, Zambia: -13.13390 27.84933 ;; Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Djibouti: 11.82514 42.59027, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Estonia: 58.59527 25.01361, Ethiopia: 9.14500 40.48967, Faroe Islands: 61.89263 -6.91181, Finland: 61.92411 25.74815, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Too many markers for Georgia Germany: 51.16569 10.45153, Ghana: 7.94653 -1.02319, Too many markers for Gibraltar Greece: 39.07421 21.82431, Guam: 13.44430 144.79373, Guinea: 9.94559 -9.69665, Guinea-Bissau: 11.80375 -15.18041, Hong Kong: 22.39643 114.10950, Hungary: 47.16249 19.50330, Iceland: 64.96305 -19.02084, India: 20.59368 78.96288, Indonesia: -0.78927 113.92133, Iran: 32.42791 53.68805, Iraq: 33.22319 43.67929, Ireland: 53.41291 -8.24389, Israel: 31.04605 34.85161, Italy: 41.87194 12.56738, Japan: 36.20482 138.25292, Jordan: 30.58516 36.23841, Kazakhstan: 48.01957 66.92368, Kenya: -0.02356 37.90619, Kiribati: 1.86686 -157.35992, North Korea: 40.33985 127.51009, South Korea: 35.90776 127.76692, Kuwait: 29.31166 47.48177, Kyrgyzstan: 41.20438 74.76610, Latvia: 56.87964 24.60319, Too many markers for Lebanon Liberia: 6.42805 -9.42950, Libya: 26.33510 17.22833, Liechtenstein: 47.16600 9.55537, Lithuania: 55.16944 23.88127, Luxembourg: 49.81527 6.12958, Macedonia (FYROM): 41.60863 21.74527, Malaysia: 4.21048 101.97577, Mali: 17.57069 -3.99617, Malta: 35.93750 14.37542, Marshall Islands: 7.13147 171.18448, Mauritania: 21.00789 -10.94083, Micronesia: 6.88746 158.21507, Moldova: 47.41163 28.36989, Mongolia: 46.86250 103.84666, Montenegro: 42.70868 19.37439, Morocco: 31.79170 -7.09262, Mozambique: -18.66569 35.52956, Burma: 21.91397 95.95622, Nepal: 28.39486 84.12401, The Netherlands: 52.13263 5.29127, New Caledonia: -20.90431 165.61804, Niger: 17.60779 8.08167, Nigeria: 9.08200 8.67528, Northern Mariana Islands: 15.09790 145.67390, Norway: 60.47202 8.46895, Oman: 21.51258 55.92325, Pakistan: 30.37532 69.34512, Palau: 7.51498 134.58252, West Bank: 31.94657 35.30272, Papua New Guinea: -6.31499 143.95555, Philippines: 12.87972 121.77402, Poland: 51.91944 19.14514, Portugal: 39.39987 -8.22445, Qatar: 25.35483 51.18388, Romania: 45.94316 24.96676, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Rwanda: -1.94028 29.87389, Saudi Arabia: 23.88594 45.07916, Senegal: 14.49740 -14.45236, Serbia: 44.01652 21.00586, Sierra Leone: 8.46055 -11.77989, Singapore: 1.35208 103.81984, Slovakia: 48.66903 19.69902, Slovenia: 46.15124 14.99546, Solomon Islands: -9.64571 160.15619, Somalia: 5.15215 46.19962, South Sudan: 7.96309 30.15893, Spain: 40.46367 -3.74922, Sri Lanka: 7.87305 80.77180, Sudan: 12.86281 30.21764, Sweden: 60.12816 18.64350, Switzerland: 46.81819 8.22751, Syria: 34.80208 38.99681, Taiwan: 23.69781 120.96052, Tajikistan: 38.86103 71.27609, Tanzania: -6.36903 34.88882, Thailand: 15.87003 100.99254, Timor-Leste: -8.87422 125.72754, Togo: 8.61954 0.82478, Tunisia: 33.88692 9.53750, Turkey: 38.96375 35.24332, Turkmenistan: 38.96972 59.55628, Uganda: 1.37333 32.29028, Ukraine: 48.37943 31.16558, United Arab Emirates: 23.42408 53.84782, United Kingdom: 55.37805 -3.43597, Uzbekistan: 41.37749 64.58526, Vanuatu: -15.37671 166.95916, Vietnam: 14.05832 108.27720, Western Sahara: 24.21553 -12.88583, Yemen: 15.55273 48.51639, Zambia: -13.13390 27.84933  ",,,,,"Canada: 56.13037 -106.34677, Cape Verde: 15.12173 -23.60508, Comoros: -11.64550 43.33330, Gabon: -0.80369 11.60944, Greenland: 71.70694 -42.60430, Madagascar: -18.76695 46.86911, Malawi: -13.25431 34.30152, Maldives: 1.97725 73.53610, Namibia: -22.95764 18.49041, New Zealand: -40.90056 174.88597, Puerto Rico: 18.22083 -66.59015, Saint Kitts and Nevis: 17.35782 -62.78300, Saint Pierre and Miquelon: 46.88520 -56.31590, Seychelles: -4.67957 55.49198, South Africa: -30.55948 22.93751, Svalbard and Jan Mayen: 77.55360 23.67027, Trinidad and Tobago: 10.69180 -61.22250, United States: 37.09024 -95.71289, United States Virgin Islands: 18.33576 -64.89633, Zimbabwe: -19.01544 29.15486 ","Andorra: 42.50628 1.52180, Benin: 9.30769 2.31583, Laos: 19.85627 102.49550 "
Transverse Volcanic Leopard Frog ,NT,58677,Lithobates neovolcanicus,AMPHIBIA,decreasing,Too many markers for Mexico ,,,,,,
Gerenuk ,NT,12142,Litocranius walleri,MAMMALIA,decreasing,"Djibouti: 11.82514 42.59027, Ethiopia: 9.14500 40.48967, Kenya: -0.02356 37.90619, Somalia: 5.15215 46.19962, Tanzania: -6.36903 34.88882 ",,,,,,
Wushan Salamander ,NT,59112,Liua shihi,AMPHIBIA,decreasing,China: 35.86166 104.19540 ,,,,,,
"Japanese Marsh Warbler, Marsh Grassbird ",NT,106007756,Locustella pryeri,AVES,decreasing,"China: 35.86166 104.19540, Japan: 36.20482 138.25292, South Korea: 35.90776 127.76692, Mongolia: 46.86250 103.84666, Russian Federation: 61.52401 105.31876 ",,,,,,
Dekeyser's Nectar Bat ,NT,12264,Lonchophylla dekeyseri,MAMMALIA,unknown,Brazil: -14.23500 -51.92528 ,,,,,,
Black Munia ,NT,106008728,Lonchura stygia,AVES,decreasing,"Indonesia: -0.78927 113.92133, Papua New Guinea: -6.31499 143.95555 ",,,,,,
"Black Crested Mangabey, Black Mangabey ",NT,12310,Lophocebus aterrimus,MAMMALIA,decreasing,"Angola: -11.20269 17.87389, Democratic Republic of the Congo: -4.03833 21.75866 ",,,,,,
"Madagascar Crested Ibis, Madagascar Ibis, White-winged Ibis ",NT,106003793,Lophotibis cristata,AVES,decreasing,Madagascar: -18.76695 46.86911 ,,,,,,
Swinhoe's Pheasant ,NT,100600255,Lophura swinhoii,AVES,decreasing,Taiwan: 23.69781 120.96052 ,,,,,,
"Pygmy Hanging Parrot, Red-billed Hanging-parrot, Red-billed Hanging-Parrot ",NT,106001524,Loriculus exilis,AVES,decreasing,Indonesia: -0.78927 113.92133 ,,,,,,
"Common Otter, Eurasian Otter, European Otter, European River Otter, Old World Otter ",NT,12419,Lutra lutra,MAMMALIA,decreasing,"Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Andorra: 42.50628 1.52180, Armenia: 40.06910 45.03819, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bhutan: 27.51416 90.43360, Bosnia and Herzegovina: 43.91589 17.67908, Bulgaria: 42.73388 25.48583, Cambodia: 12.56568 104.99096, China: 35.86166 104.19540, Croatia: 45.10000 15.20000, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Estonia: 58.59527 25.01361, Finland: 61.92411 25.74815, France: 46.22764 2.21375, Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Andorra: 42.50628 1.52180, Armenia: 40.06910 45.03819, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bhutan: 27.51416 90.43360, Bosnia and Herzegovina: 43.91589 17.67908, Bulgaria: 42.73388 25.48583, Cambodia: 12.56568 104.99096, China: 35.86166 104.19540, Croatia: 45.10000 15.20000, Czech Republic: 49.81749 15.47296, Denmark: 56.26392 9.50178, Estonia: 58.59527 25.01361, Finland: 61.92411 25.74815, France: 46.22764 2.21375, Too many markers for Georgia Germany: 51.16569 10.45153, Too many markers for Gibraltar Greece: 39.07421 21.82431, Hong Kong: 22.39643 114.10950, Hungary: 47.16249 19.50330, India: 20.59368 78.96288, Indonesia: -0.78927 113.92133, Iran: 32.42791 53.68805, Iraq: 33.22319 43.67929, Ireland: 53.41291 -8.24389, Israel: 31.04605 34.85161, Italy: 41.87194 12.56738, Japan: 36.20482 138.25292, Jordan: 30.58516 36.23841, Kazakhstan: 48.01957 66.92368, North Korea: 40.33985 127.51009, South Korea: 35.90776 127.76692, Kyrgyzstan: 41.20438 74.76610, Laos: 19.85627 102.49550, Latvia: 56.87964 24.60319, Too many markers for Lebanon Liechtenstein: 47.16600 9.55537, Lithuania: 55.16944 23.88127, Luxembourg: 49.81527 6.12958, Macedonia (FYROM): 41.60863 21.74527, Moldova: 47.41163 28.36989, Mongolia: 46.86250 103.84666, Montenegro: 42.70868 19.37439, Morocco: 31.79170 -7.09262, Burma: 21.91397 95.95622, Nepal: 28.39486 84.12401, The Netherlands: 52.13263 5.29127, Norway: 60.47202 8.46895, Pakistan: 30.37532 69.34512, Poland: 51.91944 19.14514, Portugal: 39.39987 -8.22445, Romania: 45.94316 24.96676, Russian Federation: 61.52401 105.31876, Too many markers for San Marino Serbia: 44.01652 21.00586, Slovakia: 48.66903 19.69902, Slovenia: 46.15124 14.99546, Spain: 40.46367 -3.74922, Sri Lanka: 7.87305 80.77180, Sweden: 60.12816 18.64350, Switzerland: 46.81819 8.22751, Syria: 34.80208 38.99681, Taiwan: 23.69781 120.96052, Tajikistan: 38.86103 71.27609, Thailand: 15.87003 100.99254, Tunisia: 33.88692 9.53750, Turkey: 38.96375 35.24332, Turkmenistan: 38.96972 59.55628, Ukraine: 48.37943 31.16558, United Kingdom: 55.37805 -3.43597, Uzbekistan: 41.37749 64.58526, Vietnam: 14.05832 108.27720  ",,,,,,
