Common Names,Assessment Category,Species ID,Scientific Name,Class,Population Trend,Native
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,The Gambia: 13.44318 -15.31014
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,The Gambia: 13.44318 -15.31014
"Bay Colobus, Red Colobus, West African Red Colobus, Western Red Colobus",EN,18240,Procolobus badius,MAMMALIA,decreasing,The Gambia: 13.44318 -15.31014
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,The Netherlands: 52.13263 5.29127
"Lesser Sulphur-crested Cockatoo, Yellow-crested Cockatoo",CR,106001398,Cacatua sulphurea,AVES,decreasing,Timor-Leste: -8.87422 125.72754
"Andrews' Frigatebird, Christmas Frigatebird, Christmas Island Frigatebird",CR,106003847,Fregata andrewsi,AVES,decreasing,Timor-Leste: -8.87422 125.72754
"Timor Imperial-pigeon, Timor Imperial Pigeon, Timor Imperial-Pigeon",EN,106002742,Ducula cineracea,AVES,decreasing,Timor-Leste: -8.87422 125.72754
"Wetar Ground-dove, Wetar Ground Dove, Wetar Ground-Dove",EN,106002623,Gallicolumba hoedtii,AVES,decreasing,Timor-Leste: -8.87422 125.72754
"Timor Green-pigeon, Timor Green Pigeon, Timor Green-Pigeon",EN,106002640,Treron psittaceus,AVES,decreasing,Timor-Leste: -8.87422 125.72754
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Togo: 8.61954 0.82478
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Togo: 8.61954 0.82478
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Togo: 8.61954 0.82478
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Togo: 8.61954 0.82478
"Nevafou Megapode, Niaufoou Scrubfowl, Polynesian Megapode, Polynesian Scrubfowl, Tongan Megapode",EN,100600126,Megapodius pritchardii,AVES,decreasing,Tonga: -21.17899 -175.19824
blank,CR,55830,Phytotriades auratus,AMPHIBIA,decreasing,Trinidad and Tobago: 10.69180 -61.22250
"Common Piping Guan, Trinidad Piping-guan, Trinidad Piping-Guan, Trinidad White-headed Curassow, Trinidad White-headed Piping Guan",CR,100060087,Pipile pipile,AVES,decreasing,Trinidad and Tobago: 10.69180 -61.22250
Red Brocket,DD,29619,Mazama americana,MAMMALIA,unknown,Trinidad and Tobago: 10.69180 -61.22250
Slender-billed Curlew,CR,106003011,Numenius tenuirostris,AVES,decreasing,Tunisia: 33.88692 9.53750
"Banded Skink, Peters' Banded Skink",DD,178691,Scincopus fasciatus,REPTILIA,unknown,Tunisia: 33.88692 9.53750
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Tunisia: 33.88692 9.53750
"Cuvier's Gazelle, Edmi",EN,8967,Gazella cuvieri,MAMMALIA,unknown,Tunisia: 33.88692 9.53750
"Rhim, Slender-horned Gazelle",EN,8972,Gazella leptoceros,MAMMALIA,decreasing,Tunisia: 33.88692 9.53750
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Tunisia: 33.88692 9.53750
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Tunisia: 33.88692 9.53750
blank,CR,61915,Lyciasalamandra billae,AMPHIBIA,decreasing,Turkey: 38.96375 35.24332
Slender-billed Curlew,CR,106003011,Numenius tenuirostris,AVES,decreasing,Turkey: 38.96375 35.24332
Taurus Frog,CR,136089,Rana holtzi,AMPHIBIA,decreasing,Turkey: 38.96375 35.24332
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Turkey: 38.96375 35.24332
"Burmese Ferret-badger, Large-toothed Ferret-badger, Large-toothed Ferret Badger",DD,136237,Microtus anatolicus,MAMMALIA,unknown,Turkey: 38.96375 35.24332
"Lesser Blind Mole Rat, Lesser Mole Rat",DD,14328,Spalax leucodon,MAMMALIA,decreasing,Turkey: 38.96375 35.24332
Red-breasted Goose,EN,100600387,Branta ruficollis,AVES,decreasing,Turkey: 38.96375 35.24332
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Turkey: 38.96375 35.24332
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,61913,Lyciasalamandra antalyana,AMPHIBIA,decreasing,Turkey: 38.96375 35.24332
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,61914,Lyciasalamandra atifi,AMPHIBIA,stable,Turkey: 38.96375 35.24332
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,61916,Lyciasalamandra fazilae,AMPHIBIA,stable,Turkey: 38.96375 35.24332
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,61917,Lyciasalamandra flavimembris,AMPHIBIA,decreasing,Turkey: 38.96375 35.24332
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Turkey: 38.96375 35.24332
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Turkey: 38.96375 35.24332
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Turkey: 38.96375 35.24332
"Mongolian Saiga, Saiga, Saiga Antelope",CR,19832,Saiga tatarica,MAMMALIA,decreasing,Turkmenistan: 38.96972 59.55628
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Turkmenistan: 38.96972 59.55628
"Asian Wild Ass, Asiatic Wild Ass, Kulan",EN,7951,Equus hemionus,MAMMALIA,decreasing,Turkmenistan: 38.96972 59.55628
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Turkmenistan: 38.96972 59.55628
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Turkmenistan: 38.96972 59.55628
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Turkmenistan: 38.96972 59.55628
Uganda Clawed Frog,DD,58180,Xenopus ruwenzoriensis,AMPHIBIA,unknown,Uganda: 1.37333 32.29028
"Madagascar Pond-heron, Madagascar Pond-Heron, Madagascar Squacco Heron, Malagasy Pond Heron",EN,106003735,Ardeola idae,AVES,decreasing,Uganda: 1.37333 32.29028
"Grey Crowned-crane, Grey Crowned Crane, Grey Crowned-Crane, Southern Crowned Crane",EN,106002785,Balearica regulorum,AVES,decreasing,Uganda: 1.37333 32.29028
Nahan's Francolin,EN,100600163,Francolinus nahani,AVES,decreasing,Uganda: 1.37333 32.29028
"Eastern Gorilla, Mountain Gorilla",EN,39994,Gorilla beringei,MAMMALIA,decreasing,Uganda: 1.37333 32.29028
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Uganda: 1.37333 32.29028
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Uganda: 1.37333 32.29028
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Uganda: 1.37333 32.29028
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Uganda: 1.37333 32.29028
"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,15933,Pan troglodytes,MAMMALIA,decreasing,Uganda: 1.37333 32.29028
European Mink,CR,14018,Mustela lutreola,MAMMALIA,decreasing,Ukraine: 48.37943 31.16558
Slender-billed Curlew,CR,106003011,Numenius tenuirostris,AVES,decreasing,Ukraine: 48.37943 31.16558
"Lesser Blind Mole Rat, Lesser Mole Rat",DD,14328,Spalax leucodon,MAMMALIA,decreasing,Ukraine: 48.37943 31.16558
Red-breasted Goose,EN,100600387,Branta ruficollis,AVES,decreasing,Ukraine: 48.37943 31.16558
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Ukraine: 48.37943 31.16558
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Ukraine: 48.37943 31.16558
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Ukraine: 48.37943 31.16558
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Ukraine: 48.37943 31.16558
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,United Arab Emirates: 23.42408 53.84782
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,United Arab Emirates: 23.42408 53.84782
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,United Arab Emirates: 23.42408 53.84782
Balearic Shearwater,CR,160030026,Puffinus mauretanicus,AVES,decreasing,United Kingdom: 55.37805 -3.43597
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,United Kingdom: 55.37805 -3.43597
"Laysan Duck, Laysan Teal",CR,100600437,Anas laysanensis,AVES,increasing,United States of America: 37.09024 -95.71289
Bog Turtle,CR,4967,Glyptemys muhlenbergii,REPTILIA,unknown,United States of America: 37.09024 -95.71289
"Tricolored Blackbird, Tricoloured Blackbird",EN,106009711,Agelaius tricolor,AVES,decreasing,United States of America: 37.09024 -95.71289
"Nelson's Antelope Squirrel, San Joaquin Antelope Ground Squirrel, San Joaquin Antelope Squirrel",EN,1149,Ammospermophilus nelsoni,MAMMALIA,decreasing,United States of America: 37.09024 -95.71289
Hawaiian Duck,EN,100600436,Anas wyvilliana,AVES,decreasing,United States of America: 37.09024 -95.71289
"Gunnison Grouse, Gunnison Sage-grouse, Gunnison Sage Grouse, Gunnison Sage-Grouse",EN,160030035,Centrocercus minimus,AVES,decreasing,United States of America: 37.09024 -95.71289
Utah Prairie Dog,EN,6090,Cynomys parvidens,MAMMALIA,decreasing,United States of America: 37.09024 -95.71289
Giant Kangaroo Rat,EN,6678,Dipodomys ingens,MAMMALIA,decreasing,United States of America: 37.09024 -95.71289
Stephens' Kangaroo Rat,EN,6682,Dipodomys stephensi,MAMMALIA,decreasing,United States of America: 37.09024 -95.71289
Sea Otter,EN,7750,Enhydra lutris,MAMMALIA,decreasing,United States of America: 37.09024 -95.71289
Wood Turtle,EN,4965,Glyptemys insculpta,REPTILIA,decreasing,United States of America: 37.09024 -95.71289
Whooping Crane,EN,106002796,Grus americana,AVES,increasing,United States of America: 37.09024 -95.71289
"Greater Long-nosed Bat, Mexican Long-nosed Bat",EN,11697,Leptonycteris nivalis,MAMMALIA,decreasing,United States of America: 37.09024 -95.71289
Red Hills Salamander,EN,16801,Phaeognathus hubrichti,AMPHIBIA,decreasing,United States of America: 37.09024 -95.71289
Black-capped Petrel,EN,106003911,Pterodroma hasitata,AVES,decreasing,United States of America: 37.09024 -95.71289
Idaho Ground Squirrel,EN,20473,Spermophilus brunneus,MAMMALIA,decreasing,United States of America: 37.09024 -95.71289
Glaucous Macaw,CR,106001545,Anodorhynchus glaucus,AVES,unknown,Uruguay: -32.52278 -55.76584
Tristan Albatross,CR,160030013,Diomedea dabbenena,AVES,decreasing,Uruguay: -32.52278 -55.76584
"La Plata Otter, Long-tailed Otter, Neotropical Otter, Neotropical River Otter, South American River Otter",DD,12304,Lontra longicaudis,MAMMALIA,decreasing,Uruguay: -32.52278 -55.76584
Northern Royal Albatross,EN,160030005,Diomedea sanfordi,AVES,decreasing,Uruguay: -32.52278 -55.76584
Yellow Cardinal,EN,106009078,Gubernatrix cristata,AVES,decreasing,Uruguay: -32.52278 -55.76584
"Dark-mantled Sooty Albatross, Sooty Albatross",EN,106003967,Phoebetria fusca,AVES,decreasing,Uruguay: -32.52278 -55.76584
Atlantic Petrel,EN,106003909,Pterodroma incerta,AVES,decreasing,Uruguay: -32.52278 -55.76584
Marsh Seedeater,EN,106009550,Sporophila palustris,AVES,decreasing,Uruguay: -32.52278 -55.76584
"Atlantic Yellow-nosed Albatross, Yellow-nosed Albatross",EN,106003965,Thalassarche chlororhynchos,AVES,decreasing,Uruguay: -32.52278 -55.76584
"Siberian Crane, Siberian White Crane, Snow Crane",CR,106002786,Leucogeranus leucogeranus,AVES,decreasing,Uzbekistan: 41.37749 64.58526
Slender-billed Curlew,CR,106003011,Numenius tenuirostris,AVES,decreasing,Uzbekistan: 41.37749 64.58526
"Mongolian Saiga, Saiga, Saiga Antelope",CR,19832,Saiga tatarica,MAMMALIA,decreasing,Uzbekistan: 41.37749 64.58526
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Uzbekistan: 41.37749 64.58526
Markhor,EN,3787,Capra falconeri,MAMMALIA,decreasing,Uzbekistan: 41.37749 64.58526
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Uzbekistan: 41.37749 64.58526
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Uzbekistan: 41.37749 64.58526
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Uzbekistan: 41.37749 64.58526
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Uzbekistan: 41.37749 64.58526
"Ounce, Snow Leopard",EN,22732,Panthera uncia,MAMMALIA,decreasing,Uzbekistan: 41.37749 64.58526
"Santa Cruz Ground-dove, Santa Cruz Ground Dove, Santa Cruz Ground-Dove",EN,106002617,Gallicolumba sanctaecrucis,AVES,decreasing,Vanuatu: -15.37671 166.95916
Banks Flying Fox,EN,18724,Pteropus fundatus,MAMMALIA,decreasing,Vanuatu: -15.37671 166.95916
Fijian Free-tailed Bat,EN,4309,Tadarida bregullae,MAMMALIA,decreasing,Vanuatu: -15.37671 166.95916
"Brown Spider Monkey, Variegated Spider Monkey",CR,39961,Ateles hybridus,MAMMALIA,decreasing,Venezuela: 6.42375 -66.58973
Rancho Grande Harlequin Frog,CR,54502,Atelopus cruciger,AMPHIBIA,decreasing,Venezuela: 6.42375 -66.58973
"Little Earth Hutia, San Felipe Hutia",CR,55202,Minyobates steyermarki,AMPHIBIA,decreasing,Venezuela: 6.42375 -66.58973
"Chatham Island Taiko, Magenta Petrel",CR,136610,Pteronotus paraguanensis,MAMMALIA,decreasing,Venezuela: 6.42375 -66.58973
Lesser Capybara,DD,136277,Hydrochoerus isthmius,MAMMALIA,unknown,Venezuela: 6.42375 -66.58973
Lesser Capybara,DD,55856,Hylomantis medinae,AMPHIBIA,unknown,Venezuela: 6.42375 -66.58973
"La Plata Otter, Long-tailed Otter, Neotropical Otter, Neotropical River Otter, South American River Otter",DD,12304,Lontra longicaudis,MAMMALIA,decreasing,Venezuela: 6.42375 -66.58973
Red Brocket,DD,29619,Mazama americana,MAMMALIA,unknown,Venezuela: 6.42375 -66.58973
"Little Coati, Mountain Coati",DD,14357,Nasuella olivacea,MAMMALIA,unknown,Venezuela: 6.42375 -66.58973
"Long-haired Spider Monkey, White-bellied Spider Monkey",EN,2276,Ateles belzebuth,MAMMALIA,decreasing,Venezuela: 6.42375 -66.58973
Red Siskin,EN,106008818,Carduelis cucullata,AVES,decreasing,Venezuela: 6.42375 -66.58973
Fernandez's Sword-nosed Bat,EN,12271,Lonchorhina fernandezi,MAMMALIA,decreasing,Venezuela: 6.42375 -66.58973
"Paria Redstart, Paria Whitestart, Yellow-faced Redstart, Yellow-faced Whitestart",EN,106009160,Myioborus pariae,AVES,decreasing,Venezuela: 6.42375 -66.58973
"Helmeted Curassow, Northern Helmeted Curassow",EN,100600101,Pauxi pauxi,AVES,decreasing,Venezuela: 6.42375 -66.58973
"Giant Brazilian Otter, Giant Otter",EN,18711,Pteronura brasiliensis,MAMMALIA,decreasing,Venezuela: 6.42375 -66.58973
Plain-flanked Rail,EN,106002866,Rallus wetmorei,AVES,decreasing,Venezuela: 6.42375 -66.58973
"Rosette-nosed Chameleon, Rosette-nosed Pygmy Chameleon",EN,54757,Rhinella sclerocephala,AMPHIBIA,decreasing,Venezuela: 6.42375 -66.58973
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,Vietnam: 14.05832 108.27720
"Asian White-backed Vulture, Oriental White-backed Vulture, White-backed Vulture, White-rumped Vulture",CR,106003374,Gyps bengalensis,AVES,decreasing,Vietnam: 14.05832 108.27720
"Bengal Bustard, Bengal Florican",CR,106002782,Houbaropsis bengalensis,AVES,decreasing,Vietnam: 14.05832 108.27720
Edwards's Pheasant,CR,100600253,Lophura edwardsi,AVES,decreasing,Vietnam: 14.05832 108.27720
"Black Crested Gibbon, Black Gibbon, Crested Gibbon, Indochinese Gibbon",CR,39775,Nomascus concolor,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Northern White-cheeked Gibbon, White-cheeked Gibbon",CR,39895,Nomascus leucogenys,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Cao-vit Black Crested Gibbon, Cao-vit Crested Gibbon, Eastern Black Crested Gibbon",CR,41642,Nomascus nasutus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Mascarene Petrel,CR,18597,Pseudoryx nghetinhensis,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Gray-shanked Douc Langur, Grey-shanked Douc Langur",CR,39827,Pygathrix cinerea,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Javan Rhinoceros,CR,19495,Rhinoceros sondaicus,MAMMALIA,unknown,Vietnam: 14.05832 108.27720
Tonkin Snub-nosed Monkey,CR,19594,Rhinopithecus avunculus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Indian Black Vulture, Pondicherry Vulture, Red-headed Vulture",CR,106003383,Sarcogyps calvus,AVES,decreasing,Vietnam: 14.05832 108.27720
Giant Ibis,CR,106003800,Thaumatibis gigantea,AVES,decreasing,Vietnam: 14.05832 108.27720
"Delacour's Langur, White-rumped Black Leaf Monkey",CR,22043,Trachypithecus delacouri,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Cat Ba Langur, Golden-headed Langur, White-headed Langur",CR,22045,Trachypithecus poliocephalus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Hairy-footed Flying Squirrel,DD,2756,Belomys pearsonii,MAMMALIA,unknown,Vietnam: 14.05832 108.27720
Thanh's Reed Snake,DD,192229,Calamaria thanhi,REPTILIA,unknown,Vietnam: 14.05832 108.27720
Gerlepp's Mouse,DD,178613,Gekko grossmanni,REPTILIA,unknown,Vietnam: 14.05832 108.27720
"Burmese Ferret-badger, Large-toothed Ferret-badger, Large-toothed Ferret Badger",DD,41627,Melogale personata,MAMMALIA,unknown,Vietnam: 14.05832 108.27720
Puhoat Muntjac,DD,136293,Muntiacus puhoatensis,MAMMALIA,unknown,Vietnam: 14.05832 108.27720
"Annam Black Muntjac, Annamite Dark Muntjac, Annamite Muntjac, Pygmy Muntjac, Truongson Muntjac, Truong Son Muntjac",DD,44704,Muntiacus truongsonensis,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Annam Black Muntjac, Annamite Dark Muntjac, Annamite Muntjac, Pygmy Muntjac, Truongson Muntjac, Truong Son Muntjac",DD,58421,Nanorana bourreti,AMPHIBIA,unknown,Vietnam: 14.05832 108.27720
"Annam Black Muntjac, Annamite Dark Muntjac, Annamite Muntjac, Pygmy Muntjac, Truongson Muntjac, Truong Son Muntjac",DD,58244,Nanorana fansipani,AMPHIBIA,unknown,Vietnam: 14.05832 108.27720
Annamite Striped Rabbit,DD,41209,Nesolagus timminsi,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Lariang Tarsier,DD,59033,Theloderma corticale,AMPHIBIA,unknown,Vietnam: 14.05832 108.27720
"Silver-backed Chevrotain, Vietnamese Mousedeer",DD,136360,Tragulus versicolor,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Banteng, Tembadau",EN,2888,Bos javanicus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"White-winged Duck, White-winged Wood Duck",EN,100600410,Cairina scutulata,AVES,decreasing,Vietnam: 14.05832 108.27720
"Asiatic Wild Dog, Dhole, Indian Wild Dog, Red Dog",EN,5953,Cuon alpinus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Asian Elephant, Indian Elephant",EN,7140,Elephas maximus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Collared Laughingthrush,EN,106007825,Garrulax yersini,AVES,decreasing,Vietnam: 14.05832 108.27720
"White-eared Night-heron, White-eared Night Heron, White-eared Night-Heron",EN,106003745,Gorsachius magnificus,AVES,decreasing,Vietnam: 14.05832 108.27720
"Asian Finfoot, Masked Finfoot",EN,106002801,Heliopais personatus,AVES,decreasing,Vietnam: 14.05832 108.27720
Greater Adjutant,EN,106003842,Leptoptilos dubius,AVES,decreasing,Vietnam: 14.05832 108.27720
"Vietnamese Pheasant, Vietnam Fireback, Vo Quy's Pheasant",EN,100600254,Lophura hatinhensis,AVES,decreasing,Vietnam: 14.05832 108.27720
Hairy-nosed Otter,EN,12421,Lutra sumatrana,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Malayan Pangolin, Sunda Pangolin",EN,12763,Manis javanica,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Chinese Pangolin,EN,12764,Manis pentadactyla,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Chinese Forest Musk Deer, Dwarf Musk Deer, Forest Musk Deer, South China Forest Musk Deer",EN,13894,Moschus berezovskii,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Giant Muntjac, Large-antlered Muntjac",EN,44703,Muntiacus vuquangensis,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Chapman's Prehensile-tailed Hutia, Chapman's Prehensile Tailed Hutia, Gundlach's Hutia",EN,58445,Nanorana yunnanensis,AMPHIBIA,decreasing,Vietnam: 14.05832 108.27720
"Buff-cheeked Gibbon, Buffy-cheeked Gibbon, Red-cheeked Gibbon, Yellow-cheeked Crested Gibbon",EN,39776,Nomascus gabriellae,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Southern White-cheeked Gibbon,EN,39896,Nomascus siki,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Tiger,EN,15955,Panthera tigris,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Green-necked Peafowl, Green Peafowl",EN,100600286,Pavo muticus,AVES,decreasing,Vietnam: 14.05832 108.27720
Fishing Cat,EN,18150,Prionailurus viverrinus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Red-shanked Douc, Red-shanked Douc Langur",EN,39826,Pygathrix nemaeus,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
"Black-shanked Douc, Black-shanked Douc Langur, Black-shanked Douc Monkey",EN,39828,Pygathrix nigripes,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
Black-bellied Tern,EN,106003284,Sterna acuticauda,AVES,decreasing,Vietnam: 14.05832 108.27720
"Francois's Langur,   Tonkin Leaf Monkey, White Side-burned Black Langur",EN,39853,Trachypithecus francoisi,MAMMALIA,decreasing,Vietnam: 14.05832 108.27720
